Date,Price,volume,open_price,Year,USDZAR Curncy,W 1 Comdty,W 2 Comdty,WZ1 Comdty,YW1 Comdty,year_month,max_temp,precipitation,avg_temp,min_temp,active_flag,day
2015-05-06,3826,184.0,3840.0,2015,12.0161,475.75,479.25,2594.0,2327.0,201505,72.3207,0.5341665,59.485,46.63575,0,Wednesday
2015-05-13,3860,50.0,3874.0,2015,11.8846,481.0,481.5,2730.0,2371.0,201505,72.3207,0.5341665,59.485,46.63575,0,Wednesday
2015-05-20,3820,79.0,3815.0,2015,11.8352,513.0,520.0,2809.0,2425.0,201505,72.3207,0.5341665,59.485,46.63575,0,Wednesday
2015-05-27,3820,111.0,3810.0,2015,12.0263,487.75,492.75,2770.0,2406.0,201505,72.3207,0.5341665,59.485,46.63575,0,Wednesday
2015-06-03,3816,104.0,3830.0,2015,12.3104,510.75,515.0,2741.0,2408.0,201506,63.05725,2.1875,51.9028,40.727,0,Wednesday
2015-06-10,3807,376.0,3825.0,2015,12.3116,513.5,521.25,2861.0,2498.0,201506,63.05725,2.1875,51.9028,40.727,0,Wednesday
2015-06-17,3860,137.0,3845.0,2015,12.2646,491.25,497.0,2914.0,2563.0,201506,63.05725,2.1875,51.9028,40.727,0,Wednesday
2015-06-24,3835,103.0,3864.0,2015,12.1534,518.0,523.25,2926.0,2506.0,201506,63.05725,2.1875,51.9028,40.727,0,Wednesday
2015-07-01,3790,217.0,3835.0,2015,12.2513,587.5,588.5,3151.0,2751.0,201507,62.4922,1.8325,51.78335,41.06535,0,Wednesday
2015-07-08,3877,353.0,3865.0,2015,12.5749,572.25,577.5,3164.0,2780.0,201507,62.4922,1.8325,51.78335,41.06535,0,Wednesday
2015-07-15,3890,172.0,3885.0,2015,12.4185,566.75,574.5,3243.0,2795.0,201507,62.4922,1.8325,51.78335,41.06535,0,Wednesday
2015-07-22,3876,173.0,3895.0,2015,12.4093,516.75,524.5,3197.0,2744.0,201507,62.4922,1.8325,51.78335,41.06535,0,Wednesday
2015-07-29,3938,1438.0,3900.0,2015,12.5398,496.25,505.25,3146.0,2714.0,201507,62.4922,1.8325,51.78335,41.06535,0,Wednesday
