Date,Price,volume,open_price,Year,USDZAR Curncy,W 1 Comdty,W 2 Comdty,WZ1 Comdty,YW1 Comdty,year_month,max_temp,precipitation,avg_temp,min_temp,active_flag,day
2015-05-08,3853,657.0,3820.0,2015,11.9183,476.5,481.5,2681.0,2370.0,201505,72.3207,0.5341665,59.485,46.63575,0,Friday
2015-05-15,3810,41.0,3855.0,2015,11.7974,511.0,517.5,2787.0,2403.0,201505,72.3207,0.5341665,59.485,46.63575,0,Friday
2015-05-22,3798,154.0,3810.0,2015,11.8919,515.25,523.0,2830.0,2440.0,201505,72.3207,0.5341665,59.485,46.63575,0,Friday
2015-05-29,3828,364.0,3825.0,2015,12.1525,477.0,482.25,2730.0,2397.0,201505,72.3207,0.5341665,59.485,46.63575,0,Friday
2015-06-05,3853,356.0,3843.0,2015,12.5792,517.0,521.5,2751.0,2437.0,201506,63.05725,2.1875,51.9028,40.727,0,Friday
2015-06-12,3845,329.0,3835.0,2015,12.3793,503.75,510.5,2847.0,2479.0,201506,63.05725,2.1875,51.9028,40.727,0,Friday
2015-06-19,3850,755.0,3840.0,2015,12.1636,488.5,492.5,2930.0,2508.0,201506,63.05725,2.1875,51.9028,40.727,0,Friday
2015-06-26,3822,466.0,3830.0,2015,12.2014,562.25,568.0,3086.0,2626.0,201506,63.05725,2.1875,51.9028,40.727,0,Friday
2015-07-03,3815,51.0,3815.0,2015,12.3166,,,3071.0,2717.0,201507,62.4922,1.8325,51.78335,41.06535,0,Friday
2015-07-10,3883,537.0,3863.0,2015,12.4503,581.5,576.0,3259.0,2837.0,201507,62.4922,1.8325,51.78335,41.06535,0,Friday
2015-07-17,3899,180.0,3888.0,2015,12.36,554.0,563.5,3181.0,2825.0,201507,62.4922,1.8325,51.78335,41.06535,0,Friday
2015-07-24,3889,76.0,3895.0,2015,12.6686,511.75,519.75,3075.0,2733.0,201507,62.4922,1.8325,51.78335,41.06535,0,Friday
2015-07-31,3997,1595.0,3992.0,2015,12.6808,499.25,504.75,3204.0,2734.0,201507,62.4922,1.8325,51.78335,41.06535,0,Friday
2015-08-07,4022,172.0,4020.0,2015,12.6263,510.5,515.75,3086.0,2662.0,201508,70.00540000000001,0.8999999999999999,57.2852,44.55515,0,Friday
2015-08-14,4036,732.0,4025.0,2015,12.8248,506.5,511.75,3005.0,2648.0,201508,70.00540000000001,0.8999999999999999,57.2852,44.55515,0,Friday
2015-08-21,4109,928.0,4101.0,2015,12.9695,499.5,504.0,3085.0,2738.0,201508,70.00540000000001,0.8999999999999999,57.2852,44.55515,0,Friday
2015-08-28,4147,4870.0,4135.0,2015,13.3016,477.0,483.75,3038.0,2757.0,201508,70.00540000000001,0.8999999999999999,57.2852,44.55515,0,Friday
2015-09-04,4195,347.0,4177.0,2015,13.8542,457.75,467.75,3066.0,2802.0,201509,72.96164999999999,1.4025,61.19525,49.4125,0,Friday
2015-09-11,4150,403.0,4131.0,2015,13.5534,475.5,485.0,3121.0,2861.0,201509,72.96164999999999,1.4025,61.19525,49.4125,0,Friday
2015-09-18,3989,1063.0,4070.0,2015,13.3284,486.75,493.5,3097.0,2827.0,201509,72.96164999999999,1.4025,61.19525,49.4125,0,Friday
2015-09-25,4147,320.0,4140.0,2015,13.9152,507.75,515.0,3194.0,2924.0,201509,72.96164999999999,1.4025,61.19525,49.4125,0,Friday
2015-10-02,4166,893.0,4150.0,2015,13.7316,513.25,519.0,3215.0,2966.0,201510,79.6812,0.964167,67.0968,54.4973,0,Friday
2015-10-09,4145,1961.0,4120.0,2015,13.3512,509.25,516.75,3243.0,2888.0,201510,79.6812,0.964167,67.0968,54.4973,0,Friday
2015-10-16,4193,1400.0,4182.0,2015,13.0851,492.25,500.0,3107.0,2814.0,201510,79.6812,0.964167,67.0968,54.4973,0,Friday
2015-10-23,4308,1727.0,4254.0,2015,13.6412,490.5,497.25,3130.0,2850.0,201510,79.6812,0.964167,67.0968,54.4973,0,Friday
2015-10-30,4311,1061.0,4350.0,2015,13.8224,522.0,525.5,3104.0,2960.0,201510,79.6812,0.964167,67.0968,54.4973,0,Friday
2015-11-06,4341,997.0,4375.8,2015,14.1639,523.25,525.5,3239.0,3004.0,201511,78.94555,1.5133335,66.4661,53.9725,0,Friday
2015-11-13,4502,3236.0,4470.0,2015,14.3862,495.75,497.75,3090.0,3002.0,201511,78.94555,1.5133335,66.4661,53.9725,0,Friday
2015-11-20,4408,1940.0,4435.0,2015,13.9611,488.5,490.0,3230.0,3203.0,201511,78.94555,1.5133335,66.4661,53.9725,0,Friday
2015-11-27,4524,1739.0,4528.0,2015,14.4066,465.75,479.0,3369.0,3359.0,201511,78.94555,1.5133335,66.4661,53.9725,0,Friday
2015-12-04,4530,206.0,4564.4,2015,14.3747,471.25,484.5,3478.0,3396.0,201512,85.73525,1.2983335,73.6113,61.47285,0,Friday
2015-12-11,4698,490.0,4700.0,2015,15.8952,482.75,490.5,3992.0,3490.0,201512,85.73525,1.2983335,73.6113,61.47285,0,Friday
2015-12-18,4583,285.0,4575.0,2015,15.0928,486.75,493.0,4200.0,3625.0,201512,85.73525,1.2983335,73.6113,61.47285,0,Friday
2016-05-06,4582,216.0,4575.0,2016,14.8839,453.25,463.75,4718.0,3220.0,201605,68.9519,1.1949999999999998,58.1836,47.40915,0,Friday
2016-05-13,4710,74.0,4730.0,2016,15.4038,465.0,474.75,4839.0,3386.0,201605,68.9519,1.1949999999999998,58.1836,47.40915,0,Friday
2016-05-20,4775,22.0,4799.0,2016,15.6329,467.75,478.75,4946.0,3635.0,201605,68.9519,1.1949999999999998,58.1836,47.40915,0,Friday
2016-05-27,4809,51.0,4820.0,2016,15.7283,481.5,491.75,4993.0,3715.0,201605,68.9519,1.1949999999999998,58.1836,47.40915,0,Friday
2016-06-03,4818,56.0,4835.0,2016,15.0931,497.25,506.75,4832.0,3797.0,201606,64.7989,1.206667,53.7778,42.7453,0,Friday
2016-06-10,4588,123.0,4630.0,2016,15.2304,495.0,506.5,4825.0,3751.0,201606,64.7989,1.206667,53.7778,42.7453,0,Friday
2016-06-17,4773,224.0,4790.0,2016,15.1497,481.25,494.75,4924.0,3825.0,201606,64.7989,1.206667,53.7778,42.7453,0,Friday
2016-06-24,4740,664.0,4640.0,2016,15.0823,454.75,465.0,4688.0,3511.0,201606,64.7989,1.206667,53.7778,42.7453,0,Friday
2016-07-01,4770,379.0,4735.0,2016,14.5606,416.25,430.25,4587.0,3427.0,201607,63.06965,2.2833335,51.7987,40.5124,0,Friday
2016-07-08,4632,457.0,4565.0,2016,14.5379,420.75,435.0,4661.0,3376.0,201607,63.06965,2.2833335,51.7987,40.5124,0,Friday
2016-07-15,4580,343.0,4570.0,2016,14.5736,424.75,449.75,4531.0,3375.0,201607,63.06965,2.2833335,51.7987,40.5124,0,Friday
2016-07-22,4452,867.0,4470.0,2016,14.2924,425.25,450.25,4311.0,3196.0,201607,63.06965,2.2833335,51.7987,40.5124,0,Friday
2016-07-29,4229,851.0,4304.6,2016,13.8787,407.75,435.75,4207.0,3243.0,201607,63.06965,2.2833335,51.7987,40.5124,0,Friday
2016-08-05,4199,147.0,4249.6,2016,13.727,416.0,438.0,4083.0,3147.0,201608,69.16855,1.3575000000000002,56.1556,43.13065,0,Friday
2016-08-12,4078,498.0,4078.4,2016,13.4764,422.5,440.0,4014.0,3067.0,201608,69.16855,1.3575000000000002,56.1556,43.13065,0,Friday
2016-08-19,4273,765.0,4295.0,2016,13.5163,427.0,444.75,4319.0,3178.0,201608,69.16855,1.3575000000000002,56.1556,43.13065,0,Friday
2016-08-26,4175,215.0,4240.0,2016,14.3694,383.5,407.5,4244.0,3165.0,201608,69.16855,1.3575000000000002,56.1556,43.13065,0,Friday
2016-09-02,4093,1205.0,4120.0,2016,14.4932,373.25,399.25,4108.0,3249.0,201609,71.82445,1.259167,59.5842,47.3372,0,Friday
2016-09-09,4166,1209.0,4100.0,2016,14.4158,376.0,403.5,4180.0,3225.0,201609,71.82445,1.259167,59.5842,47.3372,0,Friday
2016-09-16,4001,800.0,4036.0,2016,14.182,403.25,425.0,3859.0,3142.0,201609,71.82445,1.259167,59.5842,47.3372,0,Friday
2016-09-23,4198,1221.0,4100.0,2016,13.7176,404.75,428.0,3832.0,3047.0,201609,71.82445,1.259167,59.5842,47.3372,0,Friday
2016-09-30,4156,711.0,4150.0,2016,13.7225,402.0,424.75,3593.0,3066.0,201609,71.82445,1.259167,59.5842,47.3372,0,Friday
2016-10-07,4130,721.0,4140.0,2016,13.872,394.75,414.75,3442.0,3065.0,201610,76.0621,1.2383335,63.70270000000001,51.3301,0,Friday
2016-10-14,4140,519.0,4190.0,2016,14.3182,421.0,439.25,3510.0,3202.0,201610,76.0621,1.2383335,63.70270000000001,51.3301,0,Friday
2016-10-21,4126,407.0,4100.0,2016,13.9849,414.5,435.0,3692.0,3239.0,201610,76.0621,1.2383335,63.70270000000001,51.3301,0,Friday
2016-10-28,4060,421.0,4071.0,2016,13.8352,408.5,428.25,3854.0,3265.0,201610,76.0621,1.2383335,63.70270000000001,51.3301,0,Friday
2016-11-04,3953,1346.0,3934.0,2016,13.5823,414.25,432.0,3612.0,3132.0,201611,78.23695,2.8475,67.7228,57.19585,0,Friday
2016-11-11,4001,2660.0,3950.0,2016,14.3352,403.0,421.5,3735.0,3214.0,201611,78.23695,2.8475,67.7228,57.19585,0,Friday
2016-11-18,3991,1821.0,4005.0,2016,14.4222,408.0,425.25,3953.0,3293.0,201611,78.23695,2.8475,67.7228,57.19585,0,Friday
2016-11-25,3945,3645.0,3960.0,2016,14.11,395.75,419.5,4099.0,3320.0,201611,78.23695,2.8475,67.7228,57.19585,0,Friday
2016-12-02,3900,795.0,3920.0,2016,13.8021,387.5,404.25,4186.0,3245.0,201612,82.7952,1.965,71.63740000000001,60.46615,0,Friday
